"URL","Status"
"http://127.0.0.1:8000/index.html","200"
"http://127.0.0.1:8000/tr/hamam/index.html","200"
"http://127.0.0.1:8000/tr/masajlar/index.html","200"
"http://127.0.0.1:8000/tr/cilt-bakimi/index.html","200"
"http://127.0.0.1:8000/tr/galeri/index.html","200"
