File,Category,Issue,Element
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/sirt-terapi.html"">Sirt Terapi</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/spor-terapi.html"">Spor Terapi</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/tetik-nokta.html"">Tetik Nokta</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/thai.html"">Thai</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/abhyanga-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/anne-cocuk-masaji.html"">Anne Cocuk Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/anti-stress-masaji.html"">Anti Stress Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/anti-stress-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/aromaterapi-masaji.html"">Aromaterapi Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/aromatherapie-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/aromatherapy-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/ayak-refleksoloji.html"">Ayak Refleksoloji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/bali-masaji.html"">Bali Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/bas-boyun-omuz-masaji.html"">Bas Boyun Omuz Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/bronz-masaji.html"">Bronz Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/bronze-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/cift-rituel.html"">Cift Rituel</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/cift-senkron-masaji.html"">Cift Senkron Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/classic-swedish-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/derin-doku-masaji.html"">Derin Doku Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/golden-triangle-ritual/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/isvec-full-body.html"">Isvec Full Body</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/kids-nazik-masaji.html"">Kids Nazik Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/klasik-isvec-masaji/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/klasik-masaj.html"">Klasik Masaj</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/klasik-sirt.html"">Klasik Sirt</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/klassische-schwedische-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/kombine-masaj.html"">Kombine Masaj</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/kraliyet-thai-masaji/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/kranyo-sakral-terapi.html"">Kranyo Sakral Terapi</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/lenf-drenaj.html"">Lenf Drenaj</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/lokal-derin-doku.html"">Lokal Derin Doku</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/lokal-sicak-tas.html"">Lokal Sicak Tas</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/maderotherapie-bresilienne/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/manuel-terapi.html"">Manuel Terapi</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/myofascial-release.html"">Myofascial Release</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/royal-thai-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/selulit-masaji.html"">Selulit Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/shiatsu-masaji.html"">Shiatsu Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/sicak-tas-masaji.html"">Sicak Tas Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/signature-rituel.html"">Signature Rituel</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/sirt-terapi-masaji.html"">Sirt Terapi Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/spor-terapi.html"">Spor Terapi</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/tetik-nokta-terapi.html"">Tetik Nokta Terapi</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/thai-herbal-compress/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/thai-masaji.html"">Thai Masaji</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/tok-sen-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/_legacy_archive/blog-detail.html"">Blog Detail</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/bilgelik/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/blog/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/templates/service-detail.html"">Service Detail</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/abhyanga-masaji/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/abhyanga-massage/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/brazilian-maderotherapy/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/g5-masaji/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/g5-vibro-sculpting/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/maderoterapi/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/shirodhara-mind-flow/index.html"">Kategori Ana Sayfası</a>"
site-haritasi.html,Navigation,Broken internal navigation,"<a href=""/tr/hizmetler/shirodhara/index.html"">Kategori Ana Sayfası</a>"
admin\billing-success.html,Navigation,Broken internal navigation,"<a class=""btn-primary"" href=""/admin/black-room.html"">🦾 Black Room'a Dön</a>"
admin\billing-success.html,Navigation,Broken internal navigation,"<a class=""btn-secondary"" href=""/admin/index.html"">← Dashboard</a>"
admin\black-room.html,Navigation,Broken internal navigation,"<a class=""br-back-btn"" href=""/admin/index.html"">← Admin</a>"
admin\black-room.html,Performance Risks,Missing lazy loading or fetchpriority,"<img alt=""Santis Club Experience - Premium View"" id=""tenant-logo-img"" src="""" style=""display:none;width:32px;height:32px;border-radius:6px;object-fit:c"
admin\command-center.html,Performance Risks,Missing lazy loading or fetchpriority,"<img alt=""Santis Club Experience - Premium View"" class=""max-w-full max-h-[400px] object-contain"" id=""director-preview"" src=""""/>"
admin\gallery-upload.html,Navigation,Broken internal navigation,"<a href=""/admin/index.html"">← HQ Dashboard</a>"
assets\html\components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/en/products/index.html""><span class=""sc-icon""></span>Digital Atelier</a>"
assets\html\components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/en/hammam/index.html""><span class=""sc-icon""></span>Hammam Rituals</a>"
assets\html\components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/en/massages/index.html""><span class=""sc-icon""></span>Massage Therapies</a>"
assets\html\components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/index.html""><span class=""sc-icon""></span>Skincare</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""logo"" href=""/en/index.html"">
<div class=""logo-symbol"">
<svg fill=""none"" height=""28"" viewbox=""0 0 24 24"" width=""28"">
<path d=""M12 2L2 7L12 12"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/index.html"">HOME</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/hammam/index.html"">HAMMAM <span class=""arr"">▾</span></a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/massages/index.html"">MASSAGES <span class=""arr"">▾</span></a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/skincare/index.html"">SKINCARE <span class=""arr"">▾</span></a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/products/index.html"">SHOP <span class=""arr"">▾</span></a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mega-feature-card"" href=""/en/products/index.html"">
<img alt=""Atelier Collection – artisan hammam accessories"" class=""santis-media"" data="""" d"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/gallery/index.html"">GALLERY</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/about/index.html"">ABOUT</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/index.html"">HOME</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/hammam/index.html"">HAMMAM RITUALS</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/massages/index.html"">WORLD MASSAGES</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/skincare/index.html"">SKINCARE</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/products/index.html"">PRODUCTS</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/gallery/index.html"">GALLERY</a>"
assets\html\components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/about/index.html"">ABOUT</a>"
assets\html\components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Sultan"" and="""" bath="""" class=""santis-media"" data="""" data-media='\""nav_sultan_bath\""' decoding=""async"" fallback="""" fetchpriority=""high"" heigh"
assets\html\components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Sultan"" and="""" bath="""" class=""santis-media"" data="""" data-media='\""nav_sultan_bath\""' decoding=""async"" fallback="""" fetchpriority=""high"" heigh"
assets\html\components\navbar-en.html,HTML Structure,"Corrupted attribute (and="""")","<img alt=""Sultan"" and="""" bath="""" class=""santis-media"" data="""" data-media='\""nav_sultan_bath\""' decoding=""async"" fallback="""" fetchpriority=""high"" heigh"
assets\html\components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Aroma Journey – essential oils and warm stones"" class=""santis-media"" data="""" data-media='\""nav_aroma_journey\""' decoding=""async"" fallback="""""
assets\html\components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Aroma Journey – essential oils and warm stones"" class=""santis-media"" data="""" data-media='\""nav_aroma_journey\""' decoding=""async"" fallback="""""
assets\html\components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Sothys Hydra – advanced moisture science"" class=""santis-media"" data="""" data-media='\""nav_sothys\""' decoding=""async"" fallback="""" height=""280"""
assets\html\components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Sothys Hydra – advanced moisture science"" class=""santis-media"" data="""" data-media='\""nav_sothys\""' decoding=""async"" fallback="""" height=""280"""
assets\html\components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Atelier Collection – artisan hammam accessories"" class=""santis-media"" data="""" data-media='\""nav_atelier\""' decoding=""async"" fallback="""" heig"
assets\html\components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Atelier Collection – artisan hammam accessories"" class=""santis-media"" data="""" data-media='\""nav_atelier\""' decoding=""async"" fallback="""" heig"
assets\html\templates\cinematic-detail-master.html,Phantom Assets,Missing physical file: {{HERO_IMAGE}},"<img alt=""{{TITLE}}"" class=""cin-visual-img"" decoding=""async"" fetchpriority=""high"" id=""cinMainVisual"" src=""{{HERO_IMAGE}}""/>"
assets\html\templates\cinematic-detail-master.html,Phantom Assets,Missing physical file: {{SECONDARY_IMAGE}},"<img alt=""Detail view"" class=""cin-inline-img"" decoding=""async"" fetchpriority=""high"" src=""{{SECONDARY_IMAGE}}""/>"
components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/en/index.html""><span class=""sc-icon""></span>Home</a>"
components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/tr/urunler/index.html""><span class=""sc-icon""></span>Digital Atelier</a>"
components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/en/hammam/index.html""><span class=""sc-icon""></span>Hammam Rituals</a>"
components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/en/massages/index.html""><span class=""sc-icon""></span>Massage Therapies</a>"
components\footer-en.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/index.html""><span class=""sc-icon""></span>Skincare</a>"
components\footer.html,Navigation,Broken internal navigation,"<a href=""/tr/index.html""><span class=""sc-icon""></span>Ana Sayfa</a>"
components\footer.html,Navigation,Broken internal navigation,"<a href=""/tr/urunler/index.html""><span class=""sc-icon""></span>Digital Atelier</a>"
components\footer.html,Navigation,Broken internal navigation,"<a href=""/tr/code-of-silence.html"" style=""color: #d4af37;""><span class=""sc-icon""></span>Code of Silence</a>"
components\footer.html,Navigation,Broken internal navigation,"<a href=""/tr/hamam/index.html""><span class=""sc-icon""></span>Hamam Ritüelleri</a>"
components\footer.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/index.html""><span class=""sc-icon""></span>Masaj Terapileri</a>"
components\footer.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/index.html""><span class=""sc-icon""></span>Cilt Bakımı</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""logo"" href=""/en/index.html"">
<div class=""logo-symbol"">
<svg fill=""none"" height=""28"" viewbox=""0 0 24 24"" width=""28"">
<path d=""M12 2L2 7L12 12"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/index.html"">HOME</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/world-rituals/index.html"" style=""color:#d4af37;"">SANTIS WORLD</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/hammam/index.html"">HAMMAM <span class=""arr"">▾</span></a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/massages/index.html"">MASSAGES <span class=""arr"">▾</span></a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/skincare/index.html"">SKINCARE <span class=""arr"">▾</span></a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/products/index.html"">SHOP <span class=""arr"">▾</span></a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mega-feature-card"" href=""/en/products/index.html"">
<img alt=""Atelier Collection – artisan hammam accessories"" class=""santis-media"" data="""" d"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/gallery/index.html"">GALLERY</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""nav-link"" href=""/en/about/index.html"">ABOUT <span class=""arr"">▾</span></a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a href=""/en/about/index.html""><span>01</span> About Us</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a href=""/en/code-of-silence.html"" style=""color:#d4af37;""><span>✦</span> Code of Silence</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mega-feature-card"" href=""/en/code-of-silence.html"">
<div style=""position:relative;background:linear-gradient(135deg,#0d0d0d,#1a1208);height:"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/index.html"">HOME</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/world-rituals/index.html"" style=""color:#d4af37;"">SANTIS WORLD</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/hammam/index.html"">HAMMAM RITUALS</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/massages/index.html"">WORLD MASSAGES</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/skincare/index.html"">SKINCARE</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/products/index.html"">PRODUCTS</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/gallery/index.html"">GALLERY</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/about/index.html"">ABOUT</a>"
components\navbar-en.html,Navigation,Broken internal navigation,"<a class=""mobile-link"" href=""/en/code-of-silence.html"" style=""color:#d4af37;"">✦ Code of Silence</a>"
components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Sultan"" and="""" bath="""" class=""santis-media"" data="""" data-media='\""nav_sultan_bath\""' decoding=""async"" fallback="""" fetchpriority=""high"" heigh"
components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Sultan"" and="""" bath="""" class=""santis-media"" data="""" data-media='\""nav_sultan_bath\""' decoding=""async"" fallback="""" fetchpriority=""high"" heigh"
components\navbar-en.html,HTML Structure,"Corrupted attribute (and="""")","<img alt=""Sultan"" and="""" bath="""" class=""santis-media"" data="""" data-media='\""nav_sultan_bath\""' decoding=""async"" fallback="""" fetchpriority=""high"" heigh"
components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Aroma Journey – essential oils and warm stones"" class=""santis-media"" data="""" data-media='\""nav_aroma_journey\""' decoding=""async"" fallback="""""
components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Aroma Journey – essential oils and warm stones"" class=""santis-media"" data="""" data-media='\""nav_aroma_journey\""' decoding=""async"" fallback="""""
components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Sothys Hydra – advanced moisture science"" class=""santis-media"" data="""" data-media='\""nav_sothys\""' decoding=""async"" fallback="""" height=""280"""
components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Sothys Hydra – advanced moisture science"" class=""santis-media"" data="""" data-media='\""nav_sothys\""' decoding=""async"" fallback="""" height=""280"""
components\navbar-en.html,UI / Media,Dynamic injection target (data-media),"<img alt=""Atelier Collection – artisan hammam accessories"" class=""santis-media"" data="""" data-media='\""nav_atelier\""' decoding=""async"" fallback="""" heig"
components\navbar-en.html,UI / Media,Placeholder image,"<img alt=""Atelier Collection – artisan hammam accessories"" class=""santis-media"" data="""" data-media='\""nav_atelier\""' decoding=""async"" fallback="""" heig"
components\navbar.html,Navigation,Broken internal navigation,"<a aria-label=""Santis Home"" class=""sovereign-logo"" href=""/tr/index.html"">
<svg fill=""none"" height=""24"" viewbox=""0 0 24 24"" width=""24"">
<path d=""M12 2L"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-target=""/tr/index.html"" href=""/tr/index.html"">Anasayfa</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-target=""/tr/dunya-ritueli.html"" href=""/tr/dunya-ritueli.html"" style=""color:#D4AF37;"">Santi"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-menu=""hamam"" data-target=""/tr/hamam/index.html"" href=""/tr/hamam/index.html"">Hamam</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-menu=""masajlar"" data-target=""/tr/masajlar/index.html"" href=""/tr/masajlar/index.html"">Masaj"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-menu=""cilt"" data-target=""/tr/cilt-bakimi/index.html"" href=""/tr/cilt-bakimi/index.html"">Cil"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-target=""/tr/urunler/index.html"" href=""/tr/urunler/index.html"">Mağaza</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-target=""/tr/galeri/index.html"" href=""/tr/galeri/index.html"">Galeri</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-link-item nav-link liquid-trigger"" data-menu=""hakkimizda"" data-target=""/tr/hakkimizda/index.html"" href=""/tr/hakkimizda/index.html"""
components\navbar.html,Navigation,Broken internal navigation,"<a class=""sovereign-rituals-cta group"" href=""/tr/rituals/index.html"">
<span class=""dot""></span>
<span class=""text"">Sovereign Rituals</span>
</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/index.html"">Anasayfa</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/dunya-ritueli.html"" style=""color:#d4af37;"">Santis World</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/hamam/index.html"">Hamam Ritüelleri</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/masajlar/index.html"">Dünya Masajları</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/cilt-bakimi/index.html"">Cilt Bakımı</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/urunler/index.html"">Mağaza</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/galeri/index.html"">Galeri</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/hakkimizda/index.html"">Hakkımızda</a>"
components\navbar.html,Navigation,Broken internal navigation,"<a class=""mobile-link nav-link"" href=""/tr/code-of-silence.html"" style=""color:#d4af37;"">✦ Sessizlik Manifestosu</a>"
templates\market_expansion.html,Navigation,Broken internal navigation,"<a class=""text-xs uppercase tracking-widest text-white border border-white/20 px-4 py-2 hover:bg-white hover:text-black transition-all"" href=""/tr/reze"
templates\market_expansion.html,Phantom Assets,Missing physical file: {{ node.content.hero_image }},"<img alt=""{{ node.title }}"" decoding=""async"" fetchpriority=""high"" height=""1080"" src=""{{ node.content.hero_image }}"" width=""1920""/>"
templates\ritual_detail.html,Navigation,Broken internal navigation,"<a aria-label=""Kapat"" class=""fixed top-6 right-6 z-[100] w-12 h-12 flex items-center justify-center rounded-full bg-black/40 backdrop-blur-md border b"
templates\service-detail.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/klasik-rahatlama.html"">Klasik Masaj</a>"
templates\service-detail.html,Navigation,Broken internal navigation,"<a href=""/tr/hamam/kese-kopuk.html"">Hamam Kese &amp; Köpük</a>"
templates\service-detail.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/deep-cleanse.html"">Cilt Bakımı</a>"
templates\service-detail.html,Navigation,Broken internal navigation,"<a class=""btn-primary"" href=""/tr/rezervasyon/index.html"">Rezervasyon Yap</a>"
tr\code-of-silence.html,Navigation,Broken internal navigation,"<a class=""nv-ns-home"" href=""/tr/index.html"">ANA SAYFA</a>"
tr\code-of-silence.html,Navigation,Broken internal navigation,"<a href=""/tr/hamam/index.html"">HAMAM</a>"
tr\code-of-silence.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/index.html"">MASAJLAR</a>"
tr\code-of-silence.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/index.html"">CİLT BAKIMI</a>"
tr\code-of-silence.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/klasik-masaj.html"">Bütünsel Denge (Klasik Masaj)</a>"
tr\code-of-silence.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/aromaterapi-masaji.html"">Aroma Yolculuğu</a>"
tr\code-of-silence.html,Navigation,Broken internal navigation,"<a href=""/tr/hamam/index.html"">Hamam Ritüelleri</a>"
tr\dunya-ritueli.html,Navigation,Broken internal navigation,"<a href=""/tr/hamam/index.html"">HAMAM</a>"
tr\dunya-ritueli.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/index.html"">MASAJLAR</a>"
tr\dunya-ritueli.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/index.html"">CİLT BAKIMI</a>"
tr\dunya-ritueli.html,Navigation,Broken internal navigation,"<a href=""/tr/galeri/index.html"">GALERİ</a>"
tr\iletisim.html,Navigation,Broken internal navigation,"<a href=""/tr/hamam/index.html"">HAMAM</a>"
tr\iletisim.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/index.html"">MASAJLAR</a>"
tr\iletisim.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/index.html"">CİLT BAKIMI</a>"
tr\iletisim.html,Navigation,Broken internal navigation,"<a href=""/tr/galeri/index.html"">GALERİ</a>"
tr\index.html,Navigation,Broken internal navigation,"<a href=""/tr/index.html"" style=""color:#d4af37;margin:0 12px;text-decoration:none;font-size:13px;"">ANA SAYFA</a>"
tr\index.html,Navigation,Broken internal navigation,"<a href=""/tr/hamam/index.html"" style=""color:#ccc;margin:0 12px;text-decoration:none;font-size:13px;"">HAMAM</a>"
tr\index.html,Navigation,Broken internal navigation,"<a href=""/tr/masajlar/index.html"" style=""color:#ccc;margin:0 12px;text-decoration:none;font-size:13px;"">MASAJLAR</a>"
tr\index.html,Navigation,Broken internal navigation,"<a href=""/tr/cilt-bakimi/index.html"" style=""color:#ccc;margin:0 12px;text-decoration:none;font-size:13px;"">CİLT BAKIM</a>"
tr\index.html,Navigation,Broken internal navigation,"<a href=""/tr/urunler/index.html"" style=""color:#ccc;margin:0 12px;text-decoration:none;font-size:13px;"">MAĞAZA</a>"
